duck.bmp,pig.bmp,s,ax,1
duck.bmp,pig.bmp,s,ax,2
duck.bmp,pig.bmp,s,ax,3
duck.bmp,pig.bmp,s,ax,4
duck.bmp,pig.bmp,s,ax,5
duck.bmp,pig.bmp,s,ax,6
duck.bmp,pig.bmp,s,ax,7
duck.bmp,pig.bmp,s,ax,8
duck.bmp,pig.bmp,s,ax,9
dog.bmp,pig.bmp,l,bx,1
bee.bmp,pig.bmp,l,bx,2
cat.bmp,pig.bmp,l,bx,3
duck.bmp,frog.bmp,l,ay,1
duck.bmp,cow.bmp,l,ay,2
duck.bmp,mouse.bmp,l,ay,3
img,img,l,by,1
img,img,l,by,2
img,img,l,by,3
